ACRES_AG_1MI,ANIMAL_COUNT,COUNTYNAME,Lagoon,Operation,APP_RATE,Regulate_1,SOURCE,Status,WASTE_OUTPUT,X,Y,geometry
608,14080,Sampson,2,Carroll's Farm # 2096,21467,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,13052160,-78.5899,34.9669,POINT (-78.5899 34.9669)
573,12000,Sampson,0,Scott Byrd Farm,4000,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,2292000,-78.5744,34.9702,POINT (-78.5744 34.9702)
542,2600,Sampson,1,Last Chance Pig Farm,916,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,496600,-78.5431,34.9482,POINT (-78.5431 34.9482)
937,6400,Sampson,1,Robert Butler,1305,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1222400,-78.4288,34.9668,POINT (-78.4288 34.9668)
589,1477,Sampson,4,"Lafayette Farms, LLC L-12",8032,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,4730831,-78.3689,34.9502,POINT (-78.3689 34.9502)
1197,5280,Sampson,1,Hope Farming Co. Farm,4089,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4894560,-78.3275,34.943,POINT (-78.3275 34.943)
587,4200,Sampson,1,Pork Plus,6633,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3893400,-78.1767,34.9624,POINT (-78.1767 34.9624)
1085,5200,Duplin,4,W S Matthews Farms #2,915,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,993200,-78.0908,34.9667,POINT (-78.0908 34.9667)
942,7800,Duplin,3,H&J Nursery #1 - 3,1582,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1489800,-78.0367,34.9689,POINT (-78.0367 34.9689)
424,3672,Duplin,2,Stephen Williamson Farm,8028,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3403944,-77.9653,34.95,POINT (-77.9653 34.95)
642,5580,Duplin,1,DBA: Dail Brothers,8057,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5172660,-77.925,34.9542,POINT (-77.925 34.9542)
624,5310,Duplin,1,Dail Brothers & Edward Dail 5-12,7888,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4922370,-77.925,34.9683,POINT (-77.925 34.9683)
584,11016,Duplin,2,W&K and McKay Farm,17486,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,10211832,-77.8658,34.975,POINT (-77.86579999999999 34.975)
839,3600,Duplin,2,Sarecta Farms,3978,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3337200,-77.8242,34.9667,POINT (-77.8242 34.9667)
958,1200,Duplin,1,Tim Noble Farm,1161,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1112400,-77.8184,34.9656,POINT (-77.8184 34.9656)
799,1224,Duplin,1,Cabin Farm,1420,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1134648,-77.8014,34.9597,POINT (-77.8014 34.9597)
781,3552,Duplin,1,Paradise Farms #2,869,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,678432,-77.7227,34.968,POINT (-77.7227 34.968)
514,12589,Onslow,1,"Lafayette Farms, LLC    L-11",22704,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,11670003,-77.665,34.9617,POINT (-77.66500000000001 34.9617)
652,3360,Onslow,1,Watchoverva Farms #1,4777,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3114720,-77.6714,34.9725,POINT (-77.67140000000001 34.9725)
798,3520,Onslow,1,Weston Hog Farm,4089,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3263040,-77.6375,34.9708,POINT (-77.6375 34.9708)
462,2448,Onslow,1,Brinson Farm,4912,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2269296,-77.6106,34.9431,POINT (-77.61060000000001 34.9431)
378,1224,Onslow,1,Morris Brinson Farm,3002,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1134648,-77.5778,34.9525,POINT (-77.5778 34.9525)
538,4896,Onslow,1,A.J. Huffman Farm,8436,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4538592,-77.5494,34.9564,POINT (-77.54940000000001 34.9564)
270,2616,Cumberland,1,TDM 26,31034,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,8379048,-78.6553,34.9217,POINT (-78.6553 34.9217)
541,5880,Cumberland,1,OK Farms,10075,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5450760,-78.6328,34.9327,POINT (-78.6328 34.9327)
300,8800,Sampson,1,F & W Farms / B - T Farm,27192,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,8157600,-78.5612,34.9459,POINT (-78.5612 34.9459)
684,7377,Sampson,1,"Lafeyette Farms, LLC L-3",9998,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,6838479,-78.4506,34.9475,POINT (-78.45059999999999 34.9475)
529,4410,Sampson,2,A.D.J. Hog Farm 3-5,7728,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4088070,-78.3936,34.9474,POINT (-78.39360000000001 34.9474)
730,4412,Sampson,1,"Lafayette Farms, LLC   L-1",5603,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4089924,-78.3584,34.9351,POINT (-78.3584 34.9351)
756,4180,Sampson,2,M & A Farms,5125,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3874860,-78.2698,34.9258,POINT (-78.2698 34.9258)
417,6040,Sampson,2,Warren & Warren Farm,13427,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5599080,-78.2411,34.9543,POINT (-78.2411 34.9543)
478,6000,Sampson,1,C & M I,11636,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5562000,-78.1704,34.9604,POINT (-78.1704 34.9604)
806,5760,Duplin,3,Ronald Ezzell Farm #1-8,6625,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5339520,-78.1542,34.9681,POINT (-78.1542 34.9681)
540,1350,Duplin,1,2149,9653,Swine - Farrow to Feeder,NC Dept. of Environmental Quality,Active,5212350,-78.1367,34.9525,POINT (-78.1367 34.9525)
312,7000,Duplin,2,Magnolia Farms 1&2,71862,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,22421000,-78.0933,34.915,POINT (-78.0933 34.915)
828,7360,Duplin,3,BJD Farm I,8240,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,6822720,-78.0367,34.9478,POINT (-78.0367 34.9478)
235,11200,Duplin,2,"Weston Farms, Inc.",44180,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,10382400,-77.9053,34.945,POINT (-77.9053 34.945)
761,4410,Duplin,2,Tart Farm,5372,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4088070,-77.8378,34.9528,POINT (-77.8378 34.9528)
786,3552,Duplin,1,"D & B Nursery, Site # 2 (5-8)",863,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,678432,-77.8289,34.9528,POINT (-77.8289 34.9528)
624,3552,Duplin,2,Limestone Creek Farm,1087,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,678432,-77.7864,34.9469,POINT (-77.7864 34.9469)
1072,2448,Duplin,1,Earnest Ray Carter Farm,2117,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2269296,-77.7458,34.9292,POINT (-77.7458 34.9292)
741,1240,Duplin,1,Lester Houston Farm,1551,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1149480,-77.7286,34.9414,POINT (-77.7286 34.9414)
902,1240,Duplin,1,W.D. Thigpen Farm,1274,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1149480,-77.7022,34.9278,POINT (-77.7022 34.9278)
895,2448,Onslow,1,Bert Hall Farm,2536,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2269296,-77.5583,34.9494,POINT (-77.5583 34.9494)
859,2448,Onslow,1,Brinson II,2642,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2269296,-77.5389,34.9353,POINT (-77.5389 34.9353)
281,1200,Jones,1,White Oak River Farms - Hoffman Sow Farm,13678,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,3843600,-77.3724,34.926,POINT (-77.3724 34.926)
915,2000,Sampson,1,Farm #31 / 3731,7001,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,6406000,-78.5105,34.9244,POINT (-78.51049999999999 34.9244)
573,2000,Sampson,1,Triple H Farms,11180,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,6406000,-78.4587,34.9407,POINT (-78.45869999999999 34.9407)
619,6025,Sampson,1,Ernest Odum I & II,9023,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5585175,-78.3963,34.9442,POINT (-78.3963 34.9442)
708,5880,Sampson,1,"Knowles-Carter Farms, LLC",7699,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5450760,-78.3139,34.9182,POINT (-78.3139 34.9182)
626,10855,Sampson,2,University Farm,3312,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,2073305,-78.3089,34.9303,POINT (-78.30889999999999 34.9303)
377,6480,Sampson,1,Waters Bros. LLC,15934,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,6006960,-78.2327,34.9454,POINT (-78.23269999999999 34.9454)
365,7344,Sampson,2,Henry Lucas Farm #1 & #2,18652,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,6807888,-78.2074,34.9463,POINT (-78.20740000000001 34.9463)
566,5760,Sampson,1,Perry Smith Farm,9434,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5339520,-78.1563,34.9456,POINT (-78.1563 34.9456)
587,7200,Duplin,1,Farm 90,11370,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,6674400,-78.1274,34.9361,POINT (-78.12739999999999 34.9361)
312,740,Duplin,2,Magnolia Farms 1&2,453,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,141340,-78.0933,34.915,POINT (-78.0933 34.915)
619,2184,Duplin,2,Thomas Chestnutt Farm #1,3271,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2024568,-77.9917,34.9292,POINT (-77.99169999999999 34.9292)
634,9792,Duplin,0,Vestal Farm #1 & #2,14317,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,9077184,-77.9381,34.9322,POINT (-77.93810000000001 34.9322)
561,2600,Duplin,1,(M&G) Nursery,885,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,496600,-77.8161,34.9278,POINT (-77.81610000000001 34.9278)
746,2424,Duplin,2,Rex Halso & Son # 2,3012,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2247048,-77.7242,34.9292,POINT (-77.7242 34.9292)
407,2880,Duplin,1,Next Generation 2,6560,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2669760,-77.685,34.9267,POINT (-77.685 34.9267)
896,8800,Onslow,3,Cavie Farms,9104,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,8157600,-77.6253,34.9269,POINT (-77.6253 34.9269)
865,4000,Onslow,1,Hugh Parker and Son,4287,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3708000,-77.5644,34.9347,POINT (-77.56440000000001 34.9347)
1090,1760,Onslow,1,Adron Whaley Farm,1497,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1631520,-77.5172,34.9119,POINT (-77.5172 34.9119)
673,1574,Cumberland,1,Bullard Farm,2168,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1459098,-78.6236,34.9132,POINT (-78.6236 34.9132)
357,5200,Cumberland,2,Beaverdam Nursery #1 & #2,2782,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,993200,-78.607,34.8913,POINT (-78.607 34.8913)
692,2907,Cumberland,1,P-18,13455,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,9311121,-78.5476,34.8828,POINT (-78.5476 34.8828)
428,6080,Cumberland,2,James Ray Hall,2713,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1161280,-78.5438,34.8967,POINT (-78.5438 34.8967)
515,2400,Sampson,1,Butler and Crumpler Farm (B&C Farm),14927,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,7687200,-78.4977,34.911,POINT (-78.49769999999999 34.911)
502,400,Sampson,2,Boykin Lake Farm,152,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,76400,-78.4267,34.8995,POINT (-78.4267 34.8995)
381,5880,Sampson,1,"Lafayette Farms, LLC  L-7",14306,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5450760,-78.3727,34.9117,POINT (-78.37269999999999 34.9117)
880,6080,Sampson,2,J & T Nurseries,1320,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1161280,-78.3452,34.9178,POINT (-78.34520000000001 34.9178)
507,11016,Sampson,3,"Bradsher Farms 1, 2 & 3",20142,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,10211832,-78.2979,34.9147,POINT (-78.2979 34.9147)
980,336,Sampson,1,Clinton A. I. Center,1324,Swine - Boar/Stud,NC Dept. of Environmental Quality,Active,1297296,-78.2585,34.9084,POINT (-78.2585 34.9084)
644,1355,Sampson,2,C & C Top Hog Farm,1950,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1256085,-78.2201,34.9078,POINT (-78.2201 34.9078)
680,9000,Sampson,2,Wendy 9&10,2528,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1719000,-78.1989,34.9102,POINT (-78.19889999999999 34.9102)
467,6260,Sampson,2,Farm 2104 and 2106,12426,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5803020,-78.167,34.904,POINT (-78.167 34.904)
672,12598,Sampson,3,"Farm 2701, 2102 & 2105",17378,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,11678346,-78.1512,34.9282,POINT (-78.1512 34.9282)
497,3120,Duplin,1,Elder Creek Farm,1199,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,595920,-78.0125,34.9008,POINT (-78.0125 34.9008)
1465,19947,Duplin,2,Circle K Farm I & II,10566,Swine - Wean to Finish,NC Dept. of Environmental Quality,Active,15478872,-77.9597,34.9228,POINT (-77.9597 34.9228)
203,3520,Duplin,1,Davis Bland Farm,3312,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,672320,-77.9003,34.9181,POINT (-77.9003 34.9181)
326,720,Duplin,1,Garland Brock Farm,422,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,137520,-77.8836,34.8975,POINT (-77.8836 34.8975)
381,1600,Duplin,1,Hunter Farm,3893,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1483200,-77.8253,34.8971,POINT (-77.8253 34.8971)
608,4740,Duplin,2,Joey Carter Farms,7227,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4393980,-77.8144,34.9164,POINT (-77.81440000000001 34.9164)
1119,8440,Duplin,3,Whaleys Family Farms LLC,6992,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,7823880,-77.75,34.8953,POINT (-77.75 34.8953)
1091,2860,Duplin,1,Next Generation 1,2430,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2651220,-77.7397,34.9108,POINT (-77.7397 34.9108)
460,620,Duplin,1,Alpha Edwards Farm,1249,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,574740,-77.6997,34.9125,POINT (-77.69970000000001 34.9125)
218,2392,Duplin,1,Vance J. Basden Farm,10171,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2217384,-77.6858,34.9075,POINT (-77.6858 34.9075)
1131,7000,Onslow,3,Double T Hog Farm,5737,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,6489000,-77.5689,34.8822,POINT (-77.5689 34.8822)
908,4200,Onslow,1,Cavanaugh Hog Farm,4288,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3893400,-77.5461,34.9128,POINT (-77.5461 34.9128)
237,3200,Jones,1,White Oak River Farms (Forrest Nursery),2579,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,611200,-77.3708,34.9181,POINT (-77.3708 34.9181)
703,6080,Cumberland,1,Pigtime Nurseries,1652,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1161280,-78.5541,34.8867,POINT (-78.55410000000001 34.8867)
196,3552,Sampson,1,Nicken Farm II,3461,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,678432,-78.523,34.8928,POINT (-78.523 34.8928)
366,6080,Sampson,1,"Carr Boy Farms,  Inc 5-8",3173,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1161280,-78.4568,34.8939,POINT (-78.4568 34.8939)
502,2450,Sampson,2,Boykin Lake Farm,15632,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,7847350,-78.4267,34.8995,POINT (-78.4267 34.8995)
687,1600,Sampson,1,SHW Sow Farm 1,7460,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,5124800,-78.3521,34.9113,POINT (-78.35209999999999 34.9113)
547,1872,Sampson,1,"Lafeyette Farms,LLC L-6",10962,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,5996016,-78.3625,34.8957,POINT (-78.3625 34.8957)
1007,3040,Sampson,1,Lamb Farms,577,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,580640,-78.3262,34.8869,POINT (-78.3262 34.8869)
707,2480,Sampson,1,Ivey K. Peterson Farm,3252,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2298960,-78.2855,34.896,POINT (-78.2855 34.896)
748,5145,Sampson,1,"Runt, Meat & Reds Hog Farm",6376,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4769415,-78.2802,34.8944,POINT (-78.28019999999999 34.8944)
1216,3480,Sampson,2,A & W Farms 9-13,2653,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Expired,3225960,-78.2505,34.889,POINT (-78.2505 34.889)
708,752,Sampson,1,P-58,3402,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,2408656,-78.2234,34.8991,POINT (-78.2234 34.8991)
451,1506,Sampson,1,P-21,10696,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,4823718,-78.2061,34.8949,POINT (-78.20610000000001 34.8949)
753,7344,Duplin,2,Johnson Sholar Farm #1 & #2,9041,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,6807888,-78.0236,34.8761,POINT (-78.0236 34.8761)
623,3672,Duplin,2,Jeff & Judy Spedding - Grower #296,5464,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3403944,-78.0042,34.8806,POINT (-78.0042 34.8806)
1163,34382,Duplin,2,"Stockinghead Creek Farm, LLC Farm",22941,Swine - Wean to Finish,NC Dept. of Environmental Quality,Active,26680432,-77.9531,34.9131,POINT (-77.95310000000001 34.9131)
887,11520,Duplin,2,Kilpatrick Farms Inc,12040,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,10679040,-77.8972,34.8931,POINT (-77.8972 34.8931)
443,5720,Duplin,1,King Farms - Hallsville Farms,11969,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5302440,-77.8194,34.8833,POINT (-77.8194 34.8833)
770,2480,Duplin,1,R & K Jarman Farms 4-7,2986,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2298960,-77.8133,34.8972,POINT (-77.8133 34.8972)
328,6120,Duplin,2,Glade Ridge,17296,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5673240,-77.685,34.8911,POINT (-77.685 34.8911)
402,7680,Onslow,1,Double H Farms,3649,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1466880,-77.6211,34.8989,POINT (-77.6211 34.8989)
538,3840,Onslow,1,Raynor's Nursery,1363,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,733440,-77.6108,34.8964,POINT (-77.6108 34.8964)
481,3500,Bladen,1,Squire's Sow Complex,23307,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,11210500,-78.7709,34.8417,POINT (-78.7709 34.8417)
247,11000,Bladen,7,Fox Fire Complex,41283,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,10197000,-78.6465,34.8465,POINT (-78.6465 34.8465)
330,4000,Bladen,1,Farm 7692,38824,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,12812000,-78.6102,34.8366,POINT (-78.61020000000001 34.8366)
151,8898,Sampson,1,Maguire/McDaniels Farm,45727,Swine - Wean to Finish,NC Dept. of Environmental Quality,Active,6904848,-78.4724,34.8628,POINT (-78.47239999999999 34.8628)
320,11200,Sampson,2,Owens Branch,6685,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,2139200,-78.4686,34.8764,POINT (-78.4686 34.8764)
466,6080,Sampson,2,"L & W Farms, Inc",2492,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1161280,-78.4333,34.8704,POINT (-78.4333 34.8704)
537,7000,Sampson,2,Southern Pines 1 & 2,41752,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,22421000,-78.4128,34.845,POINT (-78.4128 34.845)
495,2950,Sampson,2,P.M. Farm,5525,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2734650,-78.3421,34.8805,POINT (-78.3421 34.8805)
410,3672,Sampson,1,Michael Carter Farm,8302,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3403944,-78.3034,34.8767,POINT (-78.3034 34.8767)
724,2880,Sampson,1,Register Farm,3688,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2669760,-78.2707,34.8771,POINT (-78.27070000000001 34.8771)
608,7320,Sampson,2,Williamson Swine Farm,11161,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,6785640,-78.2756,34.876,POINT (-78.2756 34.876)
440,18560,Sampson,6,D.M. Batts #1 - 5,39103,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,17205120,-78.179,34.8897,POINT (-78.179 34.8897)
676,48520,Duplin,7,"Magnolia III, DM Section 4 Sites 1-4, Section 3 Sites 4-5",66536,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,44978040,-78.1314,34.8875,POINT (-78.1314 34.8875)
469,7344,Duplin,1,Reginald Kenan Farm,14516,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,6807888,-78.0856,34.8833,POINT (-78.0856 34.8833)
